# This dataset is synthetic and created for academic development/testing. It does NOT represent any real employee, organisation, HR record, or promotion decision.
experience_years,performance_rating,current_grade_encoded,target_grade_encoded,grade_gap,total_skills,average_skill_level,skill_coverage_percentage,mandatory_skill_gap_count,weighted_skill_gap,total_certifications,completed_certifications,certification_completion_rate,mandatory_certification_gap_count,total_projects,completed_projects,lead_projects,project_completion_rate,lead_project_completion_rate,average_project_rating,skill_score,certification_score,experience_score,project_score,performance_score,readiness_score,promotion_success
3.2,2.05,1,2,1,2,2.24,67.82,1,0.915,1,0,0.379,2,3,3,0,1.0,0.0,3.29,27.13,5.68,12.0,14.0,4.1,62.91,1
4.2,4.73,4,5,1,4,3.06,85.22,1,0.9809,1,0,0.264,3,1,1,0,0.2,0.0,4.44,34.09,3.96,6.3,2.8,9.46,56.61,0
5.0,3.71,2,3,1,3,2.02,79.45,3,2.4115,3,3,0.849,0,6,6,2,1.0,1.0,2.54,31.78,12.74,12.5,20.0,7.42,84.44,1
4.3,2.13,2,3,1,11,2.59,73.73,1,0.9783,3,2,0.747,1,5,5,1,1.0,0.5,3.22,29.49,11.2,10.75,17.0,4.26,72.7,1
3.6,2.93,2,3,1,2,2.74,77.66,2,1.4131,1,1,0.577,1,4,4,1,1.0,1.0,4.29,31.06,8.65,9.0,20.0,5.86,74.57,1
8.0,4.12,2,3,1,8,2.27,80.64,3,2.1225,1,0,0.457,2,4,4,1,1.0,0.5,3.35,32.26,6.86,15.0,17.0,8.24,79.36,1
0.5,3.28,1,2,1,5,1.78,78.85,2,1.1062,5,4,0.875,0,0,0,0,0.0,0.0,3.3,31.54,13.12,1.88,0.0,6.56,53.1,0
7.2,3.09,1,2,1,3,1.59,64.12,2,1.0354,4,2,0.483,0,4,4,1,1.0,0.5,3.31,25.65,7.24,15.0,17.0,6.18,71.07,0
7.4,4.62,4,5,1,9,0.66,58.9,4,2.489,1,1,0.72,2,0,0,0,0.0,0.0,3.58,23.56,10.8,11.1,0.0,9.24,54.7,0
4.8,2.66,4,5,1,11,1.94,48.45,3,2.2172,4,2,0.578,1,3,3,0,0.5,0.0,4.26,19.38,8.67,7.2,7.0,5.32,47.57,0
6.2,2.86,3,4,1,9,3.63,83.26,1,0.7538,0,0,0.847,2,6,6,0,1.0,0.0,4.15,33.3,12.7,11.62,14.0,5.72,77.34,1
1.3,3.67,2,3,1,11,1.4,62.96,1,0.6088,2,2,0.918,0,9,9,1,1.0,1.0,3.51,25.18,13.77,3.25,20.0,7.34,69.54,1
0.5,3.81,1,2,1,7,1.63,68.32,0,0.0,0,0,0.838,2,2,2,0,0.667,0.0,4.26,27.33,12.57,1.88,9.34,7.62,58.74,1
7.0,3.9,3,4,1,8,4.79,79.31,3,1.7718,3,1,0.464,2,2,2,0,0.5,0.0,3.74,31.72,6.96,13.12,7.0,7.8,66.6,0
3.4,4.23,1,2,1,3,2.36,79.88,1,0.6631,1,1,0.652,0,6,6,2,1.0,1.0,4.1,31.95,9.78,12.75,20.0,8.46,82.94,1
2.4,3.66,2,3,1,10,3.32,85.81,0,0.0,1,1,0.702,2,9,9,0,1.0,0.0,2.78,34.32,10.53,6.0,14.0,7.32,72.17,1
6.5,3.89,2,3,1,9,3.64,68.45,3,2.545,1,1,0.664,1,2,2,0,0.667,0.0,4.72,27.38,9.96,15.0,9.34,7.78,69.46,1
6.9,3.29,2,3,1,4,3.66,67.91,4,3.0331,1,1,0.727,0,8,8,2,1.0,1.0,3.65,27.16,10.9,15.0,20.0,6.58,79.64,1
7.6,3.55,2,3,1,5,1.48,76.52,0,0.0,0,0,0.76,1,3,3,0,1.0,0.0,1.58,30.61,11.4,15.0,14.0,7.1,78.11,0
9.3,3.59,4,5,1,8,2.77,58.48,1,0.5286,3,1,0.482,1,6,6,1,1.0,0.5,4.66,23.39,7.23,13.95,17.0,7.18,68.75,1
7.4,3.67,2,3,1,2,1.38,84.35,1,0.7127,5,3,0.544,1,2,2,0,0.5,0.0,3.5,33.74,8.16,15.0,7.0,7.34,71.24,0
3.3,4.12,4,5,1,10,5.0,70.98,3,2.9504,1,1,0.615,1,2,2,0,0.4,0.0,3.22,28.39,9.22,4.95,5.6,8.24,56.4,0
7.2,3.94,4,5,1,4,1.41,64.62,3,1.5804,4,2,0.589,1,9,9,1,1.0,1.0,3.08,25.85,8.83,10.8,20.0,7.88,73.36,1
1.8,3.54,2,3,1,2,1.95,62.0,5,3.5459,3,2,0.544,0,3,3,1,1.0,0.5,3.81,24.8,8.16,4.5,17.0,7.08,61.54,0
4.3,2.85,2,3,1,5,1.96,86.63,0,0.0,1,1,0.807,0,0,0,0,0.0,0.0,2.88,34.65,12.1,10.75,0.0,5.7,63.2,1
2.6,3.55,2,3,1,10,1.5,60.47,3,1.72,0,0,0.366,2,7,7,2,1.0,1.0,3.1,24.19,5.49,6.5,20.0,7.1,63.28,1
3.6,3.48,2,3,1,4,4.35,33.2,6,4.3876,4,4,0.918,1,1,1,0,0.333,0.0,3.11,13.28,13.77,9.0,4.66,6.96,47.67,0
8.7,3.65,2,3,1,7,5.0,74.53,1,0.5788,0,0,0.394,2,1,1,0,0.25,0.0,3.3,29.81,5.91,15.0,3.5,7.3,61.52,0
1.6,5.0,1,2,1,10,2.52,75.1,2,1.5188,2,1,0.734,0,8,8,3,1.0,1.0,3.14,30.04,11.01,6.0,20.0,10.0,77.05,1
9.0,3.08,4,5,1,2,1.68,77.18,3,2.8841,0,0,0.748,1,3,3,0,0.5,0.0,4.1,30.87,11.22,13.5,7.0,6.16,68.75,1
1.4,3.84,1,2,1,9,0.76,52.88,3,1.8006,4,3,0.874,0,1,1,0,0.333,0.0,3.69,21.15,13.11,5.25,4.66,7.68,51.85,1
4.2,4.35,2,3,1,4,2.76,44.6,4,2.2144,5,4,0.735,0,9,9,4,1.0,1.0,3.78,17.84,11.02,10.5,20.0,8.7,68.06,1
6.0,3.58,3,4,1,8,2.68,65.1,1,0.9126,1,1,0.742,0,2,2,0,0.5,0.0,3.93,26.04,11.13,11.25,7.0,7.16,62.58,0
5.1,5.0,2,3,1,3,2.35,32.44,5,3.6507,1,1,0.587,2,6,6,2,1.0,1.0,3.43,12.98,8.8,12.75,20.0,10.0,64.53,0
6.9,3.2,2,3,1,3,3.22,50.86,3,2.8239,3,2,0.525,0,2,2,0,0.667,0.0,2.79,20.34,7.88,15.0,9.34,6.4,58.96,1
6.1,3.76,1,2,1,9,3.4,90.09,1,0.6531,3,2,0.769,0,5,5,1,1.0,1.0,4.76,36.04,11.54,15.0,20.0,7.52,90.1,1
4.8,2.86,2,3,1,10,3.32,83.78,0,0.0,2,2,0.9,0,6,6,2,1.0,1.0,4.15,33.51,13.5,12.0,20.0,5.72,84.73,1
3.5,3.22,1,2,1,11,2.68,88.53,3,2.885,2,2,0.893,1,7,7,1,1.0,1.0,4.63,35.41,13.4,13.12,20.0,6.44,88.37,1
0.5,3.7,1,2,1,8,1.9,82.35,3,1.7575,1,1,0.647,2,4,4,0,1.0,0.0,4.22,32.94,9.7,1.88,14.0,7.4,65.92,0
3.8,4.18,2,3,1,6,3.67,51.71,5,4.5018,1,1,0.908,1,6,6,0,1.0,0.0,3.18,20.68,13.62,9.5,14.0,8.36,66.16,1
6.4,3.76,2,3,1,3,3.01,88.07,2,1.6315,3,2,0.825,1,8,8,2,1.0,1.0,1.86,35.23,12.38,15.0,20.0,7.52,90.13,0
6.2,4.51,2,3,1,4,3.89,71.49,1,0.9065,4,2,0.58,1,8,8,1,1.0,1.0,2.64,28.6,8.7,15.0,20.0,9.02,81.32,1
4.5,3.42,2,3,1,8,3.79,59.78,3,1.756,4,3,0.797,0,7,7,3,1.0,1.0,3.95,23.91,11.96,11.25,20.0,6.84,73.96,1
4.2,3.23,1,2,1,5,1.58,83.66,1,0.717,3,1,0.363,3,3,3,0,1.0,0.0,3.43,33.46,5.44,15.0,14.0,6.46,74.36,1
9.2,5.0,4,5,1,6,1.57,74.35,4,2.2577,4,4,0.936,0,5,5,0,0.833,0.0,3.21,29.74,14.04,13.8,11.66,10.0,79.24,1
9.0,3.82,3,4,1,3,2.24,66.77,1,0.98,3,3,0.962,0,9,9,4,1.0,1.0,1.75,26.71,14.43,15.0,20.0,7.64,83.78,1
4.7,2.92,2,3,1,6,1.94,75.15,1,0.5313,2,2,0.94,0,2,2,0,0.5,0.0,3.49,30.06,14.1,11.75,7.0,5.84,68.75,1
1.1,2.94,1,2,1,4,3.76,86.81,1,0.5327,2,1,0.728,1,6,6,2,1.0,1.0,2.74,34.72,10.92,4.12,20.0,5.88,75.64,1
2.8,2.75,1,2,1,3,3.35,87.16,0,0.0,3,1,0.421,1,7,7,3,1.0,1.0,2.99,34.86,6.32,10.5,20.0,5.5,77.18,1
0.5,4.25,3,4,1,3,4.1,91.83,1,0.6504,1,0,0.46,2,4,4,0,0.8,0.0,4.1,36.73,6.9,0.94,11.2,8.5,64.27,1
9.0,3.21,4,5,1,7,3.4,87.92,0,0.0,4,3,0.701,1,8,8,1,1.0,1.0,2.78,35.17,10.51,13.5,20.0,6.42,85.6,1
0.5,3.6,3,4,1,5,3.21,78.54,2,1.2875,1,1,0.762,0,4,4,0,0.8,0.0,2.85,31.42,11.43,0.94,11.2,7.2,62.19,1
1.7,3.45,3,4,1,2,4.2,81.09,3,2.4731,0,0,0.593,1,8,8,1,1.0,1.0,3.63,32.44,8.9,3.19,20.0,6.9,71.43,0
5.1,4.09,2,3,1,7,3.47,73.45,2,1.1925,2,1,0.633,1,6,6,2,1.0,1.0,4.11,29.38,9.5,12.75,20.0,8.18,79.81,1
3.2,2.82,1,2,1,3,3.07,67.66,2,1.4589,0,0,0.575,1,0,0,0,0.0,0.0,3.22,27.06,8.62,12.0,0.0,5.64,53.32,0
0.5,2.64,1,2,1,2,4.48,67.19,1,0.7667,1,1,0.675,0,8,8,0,1.0,0.0,4.53,26.88,10.12,1.88,14.0,5.28,58.16,0
0.5,3.68,1,2,1,3,3.12,79.66,0,0.0,2,2,0.751,2,6,6,1,1.0,1.0,2.6,31.86,11.26,1.88,20.0,7.36,72.36,1
9.4,3.98,3,4,1,6,2.7,66.42,1,0.6259,0,0,0.469,2,2,2,0,0.4,0.0,2.48,26.57,7.03,15.0,5.6,7.96,62.16,0
2.8,3.77,2,3,1,11,2.16,69.69,3,1.7103,1,1,0.763,1,7,7,2,1.0,1.0,2.42,27.88,11.44,7.0,20.0,7.54,73.86,0
7.6,2.85,1,2,1,4,3.7,58.13,3,2.5592,3,3,0.881,0,5,5,0,1.0,0.0,2.34,23.25,13.22,15.0,14.0,5.7,71.17,1
4.0,4.04,2,3,1,4,4.24,82.05,1,0.5841,2,2,0.839,0,9,9,1,1.0,1.0,3.74,32.82,12.58,10.0,20.0,8.08,83.48,1
5.0,2.9,2,3,1,4,2.95,89.37,0,0.0,5,3,0.646,1,3,3,0,0.75,0.0,2.82,35.75,9.69,12.5,10.5,5.8,74.24,1
8.0,3.08,2,3,1,5,4.31,42.78,2,1.3369,0,0,0.827,2,2,2,0,0.667,0.0,2.51,17.11,12.4,15.0,9.34,6.16,60.01,1
2.3,2.74,1,2,1,9,1.03,86.66,0,0.0,4,3,0.803,0,0,0,0,0.0,0.0,3.77,34.66,12.04,8.62,0.0,5.48,60.8,1
0.5,4.54,1,2,1,5,2.94,96.36,0,0.0,3,2,0.673,0,7,7,1,1.0,1.0,4.08,38.54,10.1,1.88,20.0,9.08,79.6,1
1.7,4.01,1,2,1,8,2.96,76.04,2,1.4279,3,2,0.648,3,9,9,2,1.0,1.0,4.24,30.42,9.72,6.38,20.0,8.02,74.54,1
1.9,3.98,1,2,1,10,2.27,48.53,8,7.4844,4,3,0.832,0,6,6,1,1.0,1.0,4.11,19.41,12.48,7.12,20.0,7.96,66.97,0
0.6,4.5,2,3,1,11,5.0,85.99,3,2.5197,0,0,0.839,0,3,3,0,1.0,0.0,2.86,34.4,12.58,1.5,14.0,9.0,71.48,0
1.4,5.0,1,2,1,7,2.93,55.91,2,1.8385,4,1,0.279,2,8,8,0,1.0,0.0,3.69,22.36,4.19,5.25,14.0,10.0,55.8,0
0.5,2.13,1,2,1,9,2.59,77.77,2,1.7164,1,1,0.774,1,2,2,0,1.0,0.0,3.85,31.11,11.61,1.88,14.0,4.26,62.86,0
6.3,2.91,2,3,1,11,3.03,62.67,3,1.7229,3,2,0.823,2,6,6,2,1.0,1.0,3.17,25.07,12.34,15.0,20.0,5.82,78.23,1
6.1,3.01,3,4,1,9,1.0,92.67,1,0.989,1,1,0.822,0,5,5,1,1.0,0.5,3.62,37.07,12.33,11.44,17.0,6.02,83.86,0
7.3,2.82,4,5,1,4,2.24,58.85,4,3.5732,2,2,0.816,1,8,8,0,1.0,0.0,2.62,23.54,12.24,10.95,14.0,5.64,66.37,1
1.7,2.64,1,2,1,3,3.98,61.48,4,3.1454,4,1,0.349,2,9,9,2,1.0,1.0,3.06,24.59,5.24,6.38,20.0,5.28,61.49,1
4.6,3.26,2,3,1,3,2.37,56.76,3,1.7478,5,2,0.349,1,3,3,0,1.0,0.0,3.76,22.7,5.24,11.5,14.0,6.52,59.96,0
3.5,2.53,1,2,1,10,2.17,73.69,2,1.1727,5,1,0.239,2,0,0,0,0.0,0.0,4.56,29.48,3.58,13.12,0.0,5.06,51.24,1
1.5,3.77,2,3,1,7,4.31,70.02,3,2.4215,4,2,0.402,1,1,1,0,0.25,0.0,4.31,28.01,6.03,3.75,3.5,7.54,48.83,1
1.4,3.54,2,3,1,4,4.34,64.65,3,2.1243,3,3,0.937,1,7,7,3,1.0,1.0,3.96,25.86,14.06,3.5,20.0,7.08,70.5,1
6.8,3.88,2,3,1,5,3.52,76.13,2,1.6759,3,2,0.806,1,3,3,0,1.0,0.0,3.56,30.45,12.09,15.0,14.0,7.76,79.3,0
3.0,3.91,2,3,1,4,2.54,85.39,0,0.0,5,4,0.828,0,1,1,0,0.25,0.0,3.45,34.16,12.42,7.5,3.5,7.82,65.4,0
0.5,3.98,1,2,1,10,2.76,59.53,2,1.5128,1,1,0.744,0,8,8,2,1.0,1.0,2.49,23.81,11.16,1.88,20.0,7.96,64.81,1
5.1,3.2,2,3,1,8,2.2,72.68,2,1.188,5,3,0.64,1,6,6,1,1.0,1.0,2.92,29.07,9.6,12.75,20.0,6.4,77.82,0
5.2,5.0,2,3,1,10,2.01,79.83,0,0.0,3,2,0.727,1,1,1,0,0.333,0.0,2.94,31.93,10.9,13.0,4.66,10.0,70.49,0
2.2,3.69,3,4,1,5,1.96,84.08,1,0.5378,3,2,0.815,0,7,7,2,1.0,1.0,3.9,33.63,12.22,4.12,20.0,7.38,77.35,1
8.6,2.01,4,5,1,6,2.38,96.57,0,0.0,3,1,0.424,1,6,6,0,1.0,0.0,4.16,38.63,6.36,12.9,14.0,4.02,75.91,1
7.8,2.7,3,4,1,3,1.97,92.85,1,0.7777,4,2,0.568,2,9,9,3,1.0,1.0,4.02,37.14,8.52,14.62,20.0,5.4,85.68,0
2.9,2.11,1,2,1,11,1.44,77.34,2,1.9471,4,2,0.535,3,9,9,2,1.0,1.0,4.33,30.94,8.02,10.88,20.0,4.22,74.06,0
5.6,3.51,2,3,1,7,3.22,46.61,4,3.499,0,0,0.727,1,9,9,1,1.0,1.0,3.55,18.64,10.9,14.0,20.0,7.02,70.56,0
0.5,3.4,1,2,1,7,3.23,86.69,1,0.8844,4,3,0.628,2,8,8,3,1.0,1.0,2.81,34.68,9.42,1.88,20.0,6.8,72.78,1
4.8,3.13,2,3,1,6,4.7,83.11,0,0.0,4,1,0.16,2,7,7,2,1.0,1.0,3.47,33.24,2.4,12.0,20.0,6.26,73.9,1
3.2,5.0,2,3,1,4,2.33,52.12,2,1.8155,5,3,0.672,3,6,6,1,1.0,1.0,2.99,20.85,10.08,8.0,20.0,10.0,68.93,0
2.8,3.94,2,3,1,11,3.3,89.29,1,0.971,5,4,0.735,1,5,5,2,1.0,1.0,3.96,35.72,11.02,7.0,20.0,7.88,81.62,1
4.2,4.08,1,2,1,6,3.31,60.07,4,3.4435,5,4,0.706,0,7,7,2,1.0,1.0,3.25,24.03,10.59,15.0,20.0,8.16,77.78,0
5.7,2.76,1,2,1,8,2.75,74.1,3,1.6584,0,0,0.46,3,9,9,0,1.0,0.0,3.43,29.64,6.9,15.0,14.0,5.52,71.06,0
6.5,2.7,1,2,1,2,3.74,64.83,3,2.4765,3,2,0.734,2,1,1,0,0.333,0.0,3.99,25.93,11.01,15.0,4.66,5.4,62.0,0
7.3,3.53,2,3,1,4,3.78,67.7,3,1.6806,5,3,0.585,2,1,1,0,0.333,0.0,2.98,27.08,8.77,15.0,4.66,7.06,62.57,0
1.7,3.64,1,2,1,10,3.33,63.55,4,2.1544,5,2,0.479,1,4,4,1,1.0,0.5,4.17,25.42,7.18,6.38,17.0,7.28,63.26,1
4.9,2.01,2,3,1,2,2.74,71.79,3,2.5394,3,3,0.886,1,2,2,0,0.5,0.0,2.56,28.72,13.29,12.25,7.0,4.02,65.28,0
9.9,3.36,4,5,1,3,2.64,82.18,2,1.8348,5,2,0.456,1,5,5,1,0.833,1.0,3.71,32.87,6.84,14.85,17.66,6.72,78.94,1
4.3,3.51,2,3,1,10,1.63,88.83,0,0.0,5,3,0.557,2,3,3,0,0.75,0.0,3.44,35.53,8.36,10.75,10.5,7.02,72.16,1
2.3,3.33,1,2,1,5,2.19,83.74,0,0.0,0,0,0.654,2,7,7,1,1.0,0.5,4.08,33.5,9.81,8.62,17.0,6.66,75.59,1
4.1,2.85,1,2,1,4,2.38,71.53,2,1.8865,5,4,0.734,2,8,8,3,1.0,1.0,2.54,28.61,11.01,15.0,20.0,5.7,80.32,0
7.9,3.07,4,5,1,7,1.88,49.72,4,2.2644,3,3,0.916,0,2,2,0,0.333,0.0,2.43,19.89,13.74,11.85,4.66,6.14,56.28,0
4.2,3.36,3,4,1,3,3.44,69.83,3,1.5526,3,2,0.578,0,7,7,0,1.0,0.0,4.03,27.93,8.67,7.88,14.0,6.72,65.2,1
3.0,3.57,2,3,1,2,4.2,44.72,5,4.3026,1,1,0.682,0,1,1,0,0.25,0.0,3.23,17.89,10.23,7.5,3.5,7.14,46.26,1
5.6,3.98,2,3,1,2,2.09,77.17,1,0.9239,5,4,0.714,1,7,7,2,1.0,1.0,3.44,30.87,10.71,14.0,20.0,7.96,83.54,0
2.0,4.36,1,2,1,2,3.28,53.23,5,3.7862,1,0,0.494,1,6,6,0,1.0,0.0,3.04,21.29,7.41,7.5,14.0,8.72,58.92,0
2.9,3.26,1,2,1,3,1.97,71.87,1,0.77,2,2,0.853,1,7,7,1,1.0,0.5,4.14,28.75,12.8,10.88,17.0,6.52,75.95,1
3.7,3.14,1,2,1,8,2.7,59.72,4,2.6737,1,1,0.66,1,4,4,0,1.0,0.0,3.71,23.89,9.9,13.88,14.0,6.28,67.95,0
1.1,3.85,1,2,1,4,2.31,84.03,0,0.0,5,4,0.79,0,1,1,0,0.5,0.0,3.67,33.61,11.85,4.12,7.0,7.7,64.28,1
3.9,3.99,1,2,1,2,3.6,92.14,0,0.0,2,1,0.361,2,8,8,0,1.0,0.0,2.68,36.86,5.42,14.62,14.0,7.98,78.88,0
2.9,3.15,1,2,1,2,2.32,75.32,2,1.8493,0,0,0.565,2,1,1,0,0.333,0.0,3.85,30.13,8.48,10.88,4.66,6.3,60.45,1
0.5,4.13,1,2,1,6,4.01,59.67,2,1.3212,0,0,0.946,0,4,4,1,1.0,0.5,2.81,23.87,14.19,1.88,17.0,8.26,65.2,1
9.6,4.28,3,4,1,10,2.75,87.9,0,0.0,5,5,0.924,0,1,1,0,0.25,0.0,3.04,35.16,13.86,15.0,3.5,8.56,76.08,1
0.7,4.53,1,2,1,5,2.35,78.72,1,0.6339,1,1,0.579,1,8,8,0,1.0,0.0,2.54,31.49,8.68,2.62,14.0,9.06,65.85,1
3.9,4.92,4,5,1,2,1.75,60.04,3,1.5759,4,1,0.372,2,5,5,1,1.0,1.0,3.39,24.02,5.58,5.85,20.0,9.84,65.29,0
1.4,2.81,2,3,1,4,3.25,73.58,1,0.6405,0,0,0.801,1,5,5,0,1.0,0.0,4.25,29.43,12.02,3.5,14.0,5.62,64.57,0
0.5,3.51,1,2,1,6,3.9,61.93,4,2.0513,5,2,0.407,1,3,3,0,1.0,0.0,3.66,24.77,6.1,1.88,14.0,7.02,53.77,1
6.1,3.51,3,4,1,3,3.27,79.09,0,0.0,3,2,0.564,3,7,7,1,1.0,0.5,3.19,31.64,8.46,11.44,17.0,7.02,75.56,1
3.3,3.42,2,3,1,11,5.0,64.02,2,1.2559,1,1,0.835,0,2,2,0,0.667,0.0,3.58,25.61,12.52,8.25,9.34,6.84,62.56,1
3.2,2.98,2,3,1,9,4.43,52.76,1,0.8451,5,5,0.905,0,7,7,1,1.0,1.0,3.57,21.1,13.58,8.0,20.0,5.96,68.64,1
3.5,2.31,1,2,1,5,2.69,79.42,3,2.3148,1,1,0.683,1,9,9,4,1.0,1.0,3.55,31.77,10.24,13.12,20.0,4.62,79.75,1
6.8,3.57,3,4,1,11,2.68,92.15,1,0.9187,5,4,0.877,0,2,2,0,0.4,0.0,3.62,36.86,13.16,12.75,5.6,7.14,75.51,1
8.8,2.89,4,5,1,5,3.47,84.35,4,3.9208,3,3,0.886,0,6,6,1,1.0,0.5,2.77,33.74,13.29,13.2,17.0,5.78,83.01,1
9.0,3.57,4,5,1,3,2.16,73.33,4,2.7346,2,1,0.386,3,3,3,1,0.5,1.0,3.57,29.33,5.79,13.5,13.0,7.14,68.76,0
5.5,2.86,2,3,1,11,4.17,81.24,1,0.5442,0,0,0.971,0,9,9,2,1.0,1.0,2.27,32.5,14.56,13.75,20.0,5.72,86.53,1
0.5,2.62,2,3,1,11,3.36,84.3,2,1.7496,1,0,0.402,1,8,8,3,1.0,1.0,3.9,33.72,6.03,1.25,20.0,5.24,66.24,1
7.1,3.69,4,5,1,5,3.26,66.56,2,1.0213,0,0,0.877,0,3,3,0,0.6,0.0,2.73,26.62,13.16,10.65,8.4,7.38,66.21,0
0.5,3.62,2,3,1,7,3.69,68.38,4,2.4459,5,2,0.41,1,2,2,0,0.667,0.0,4.32,27.35,6.15,1.25,9.34,7.24,51.33,0
4.1,3.96,2,3,1,3,4.72,81.09,1,0.5266,0,0,0.458,2,0,0,0,0.0,0.0,1.79,32.44,6.87,10.25,0.0,7.92,57.48,0
4.0,5.0,2,3,1,8,3.17,88.36,1,0.9491,0,0,0.825,0,6,6,0,1.0,0.0,4.67,35.34,12.38,10.0,14.0,10.0,81.72,1
8.6,3.72,3,4,1,8,2.89,94.74,1,0.5026,0,0,0.86,0,9,9,4,1.0,1.0,2.35,37.9,12.9,15.0,20.0,7.44,93.24,1
5.0,3.89,1,2,1,9,4.51,45.84,3,2.2391,5,4,0.789,0,1,1,0,0.5,0.0,2.66,18.34,11.84,15.0,7.0,7.78,59.96,1
8.5,2.64,4,5,1,7,3.97,59.18,6,4.272,5,3,0.668,1,8,8,2,1.0,1.0,3.71,23.67,10.02,12.75,20.0,5.28,71.72,1
6.7,2.47,4,5,1,9,2.68,60.61,1,0.8264,4,2,0.423,1,7,7,1,1.0,0.5,3.93,24.24,6.34,10.05,17.0,4.94,62.57,1
3.2,4.77,1,2,1,7,3.01,86.85,0,0.0,0,0,0.867,1,4,4,0,1.0,0.0,3.3,34.74,13.0,12.0,14.0,9.54,83.28,0
6.7,2.76,4,5,1,10,3.2,86.09,0,0.0,3,1,0.499,3,2,2,0,0.4,0.0,4.12,34.44,7.48,10.05,5.6,5.52,63.09,1
4.0,2.66,2,3,1,3,3.36,72.17,2,1.7343,5,4,0.769,0,6,6,2,1.0,1.0,2.94,28.87,11.54,10.0,20.0,5.32,75.73,0
4.5,3.47,1,2,1,6,1.64,81.16,1,0.7161,0,0,0.762,0,5,5,1,1.0,1.0,3.22,32.46,11.43,15.0,20.0,6.94,85.83,1
0.6,3.43,1,2,1,6,1.46,79.46,1,0.679,4,3,0.655,2,8,8,3,1.0,1.0,3.29,31.78,9.83,2.25,20.0,6.86,70.72,1
4.0,2.78,1,2,1,7,2.11,84.02,2,1.8159,0,0,0.915,0,5,5,0,1.0,0.0,3.12,33.61,13.73,15.0,14.0,5.56,81.9,0
3.7,3.26,1,2,1,3,2.04,83.37,0,0.0,4,3,0.863,0,0,0,0,0.0,0.0,2.15,33.35,12.94,13.88,0.0,6.52,66.69,0
3.6,4.48,3,4,1,5,2.36,90.28,1,0.6995,3,3,0.887,1,2,2,0,0.5,0.0,3.48,36.11,13.3,6.75,7.0,8.96,72.12,1
4.4,2.86,1,2,1,11,3.63,84.58,2,1.3414,5,5,0.92,1,3,3,0,1.0,0.0,3.42,33.83,13.8,15.0,14.0,5.72,82.35,1
5.7,2.39,2,3,1,3,2.83,82.58,2,1.0389,2,2,0.976,0,4,4,0,1.0,0.0,4.25,33.03,14.64,14.25,14.0,4.78,80.7,1
2.3,4.25,1,2,1,8,3.2,79.01,1,0.5409,4,2,0.479,2,3,3,1,1.0,1.0,2.6,31.6,7.18,8.62,20.0,8.5,75.9,0
6.1,3.89,4,5,1,8,1.78,72.25,1,0.527,5,4,0.814,0,8,8,3,1.0,1.0,3.05,28.9,12.21,9.15,20.0,7.78,78.04,1
1.9,3.0,2,3,1,6,2.54,77.79,1,0.5122,1,1,0.771,0,2,2,0,0.5,0.0,4.34,31.12,11.56,4.75,7.0,6.0,60.43,0
2.7,2.23,2,3,1,2,3.59,81.78,2,1.1529,3,3,0.882,0,6,6,1,1.0,1.0,3.71,32.71,13.23,6.75,20.0,4.46,77.15,0
3.4,2.9,1,2,1,2,3.59,89.26,1,0.9286,2,1,0.673,2,3,3,0,1.0,0.0,3.88,35.7,10.1,12.75,14.0,5.8,78.35,1
0.5,3.46,1,2,1,4,2.28,82.48,0,0.0,2,1,0.615,0,9,9,2,1.0,1.0,3.82,32.99,9.22,1.88,20.0,6.92,71.01,1
7.1,4.43,3,4,1,3,3.16,56.38,6,5.5367,4,2,0.554,2,9,9,3,1.0,1.0,3.82,22.55,8.31,13.31,20.0,8.86,73.03,1
2.9,2.67,3,4,1,2,5.0,50.6,5,4.0595,1,0,0.487,2,7,7,1,1.0,1.0,4.77,20.24,7.3,5.44,20.0,5.34,58.32,1
7.5,3.43,4,5,1,3,2.98,71.46,4,3.2481,0,0,0.522,2,7,7,0,1.0,0.0,3.56,28.58,7.83,11.25,14.0,6.86,68.52,1
2.3,4.04,1,2,1,3,2.31,88.52,1,0.562,2,2,0.791,0,6,6,0,1.0,0.0,2.79,35.41,11.86,8.62,14.0,8.08,77.97,1
10.1,1.59,2,3,1,10,2.83,87.46,3,2.5484,4,3,0.761,0,5,5,2,1.0,1.0,3.95,34.98,11.42,15.0,20.0,3.18,84.58,0
0.5,4.33,1,2,1,8,3.09,70.15,1,0.64,0,0,0.509,0,5,5,1,1.0,0.5,3.1,28.06,7.64,1.88,17.0,8.66,63.24,0
11.7,2.55,4,5,1,2,2.85,62.81,2,1.5193,2,1,0.738,1,0,0,0,0.0,0.0,3.42,25.12,11.07,15.0,0.0,5.1,56.29,0
2.4,3.77,1,2,1,8,2.97,60.07,5,4.8868,4,2,0.596,0,9,9,1,1.0,1.0,3.76,24.03,8.94,9.0,20.0,7.54,69.51,0
5.0,3.7,2,3,1,3,1.56,88.71,2,1.8706,2,2,0.925,0,9,9,2,1.0,1.0,2.93,35.48,13.88,12.5,20.0,7.4,89.26,0
2.3,4.37,1,2,1,6,2.04,73.55,2,1.2332,3,2,0.603,2,5,5,0,1.0,0.0,3.14,29.42,9.04,8.62,14.0,8.74,69.82,1
5.1,3.94,2,3,1,2,2.85,82.56,0,0.0,3,1,0.305,2,8,8,3,1.0,1.0,3.83,33.02,4.58,12.75,20.0,7.88,78.23,0
