# SYNTHETIC ACADEMIC DATA — Not real HR data. Generated for IRS demonstration and ML training purposes only.
experience_years,performance_rating,skill_coverage_pct,avg_skill_level,mandatory_skill_gap_count,cert_completion_rate,project_completion_rate,lead_project_completion_rate,avg_project_rating,current_grade_encoded,target_grade_encoded,grade_gap,skill_score,cert_score,experience_score,project_score,performance_score,readiness_score,promotion_success
0.5,2.26,94.18,3.99,0,0.921,0.838,0.508,2.41,1,2,1,37.67,13.82,1.88,14.78,4.52,72.67,1
1.8,3.86,97.38,1.95,0,0.553,0.856,0.648,2.93,2,3,1,38.95,8.3,4.5,15.87,7.72,75.34,1
3.2,3.14,91.45,2.63,3,0.858,0.783,0.303,2.76,1,2,1,36.58,12.87,12.0,12.78,6.28,80.51,1
0.5,2.64,46.71,1.62,2,0.743,0.689,0.506,3.53,2,3,1,18.68,11.14,1.25,12.68,5.28,49.03,0
9.0,3.06,92.37,3.94,0,0.582,0.774,0.745,3.14,4,5,1,36.95,8.73,13.5,15.31,6.12,80.61,1
4.3,4.36,52.62,2.91,5,0.741,0.845,0.473,4.62,2,3,1,21.05,11.12,10.75,14.67,8.72,66.31,1
1.6,3.98,53.66,2.15,2,0.83,0.487,0.261,2.4,1,2,1,21.46,12.45,6.0,8.38,7.96,56.25,0
6.0,3.4,87.44,3.09,1,0.676,0.625,0.2,2.69,1,2,1,34.98,10.14,15.0,9.95,6.8,76.87,1
6.4,4.0,63.02,1.8,2,0.745,0.605,0.206,3.67,4,5,1,25.21,11.18,9.6,9.71,8.0,63.7,1
11.2,2.57,64.13,1.97,5,0.863,0.774,0.737,3.87,3,4,1,25.65,12.94,15.0,15.26,5.14,73.99,1
3.4,3.53,84.24,1.54,3,0.637,0.715,0.703,1.69,2,3,1,33.7,9.56,8.5,14.23,7.06,73.05,1
0.8,3.62,38.79,1.93,8,0.722,0.222,0.067,2.29,2,3,1,15.52,10.83,2.0,3.51,7.24,39.1,0
2.2,3.12,90.78,4.36,1,0.806,0.724,0.674,3.32,1,2,1,36.31,12.09,8.25,14.18,6.24,77.07,1
0.5,3.85,90.57,2.27,0,0.452,0.771,0.325,4.45,1,2,1,36.23,6.78,1.88,12.74,7.7,65.33,1
0.5,2.88,96.56,3.47,0,0.498,0.757,0.525,4.82,1,2,1,38.62,7.47,1.88,13.75,5.76,67.48,1
3.0,3.91,88.94,2.16,0,0.796,0.539,0.418,3.21,1,2,1,35.58,11.94,11.25,10.05,7.82,76.64,1
3.4,3.94,84.47,3.76,1,0.523,0.774,0.427,3.38,1,2,1,33.79,7.85,12.75,13.4,7.88,75.67,1
0.5,1.17,78.08,1.97,6,0.834,0.643,0.431,2.91,1,2,1,31.23,12.51,1.88,11.59,2.34,59.55,0
4.5,4.45,55.92,3.04,2,0.824,0.558,0.413,3.94,1,2,1,22.37,12.36,15.0,10.29,8.9,68.92,1
8.9,1.06,66.5,3.05,5,0.394,0.902,0.393,4.57,3,4,1,26.6,5.91,15.0,14.99,2.12,64.62,1
5.6,3.01,94.5,5.0,0,0.462,0.52,0.518,4.38,1,2,1,37.8,6.93,15.0,10.39,6.02,76.14,1
9.3,4.32,85.53,3.63,1,0.842,0.615,0.272,3.48,4,5,1,34.21,12.63,13.95,10.24,8.64,79.67,1
7.4,3.25,91.53,2.41,1,0.381,0.702,0.216,2.91,2,3,1,36.61,5.72,15.0,11.12,6.5,74.95,1
0.5,2.33,80.16,3.69,4,0.921,0.786,0.755,3.51,1,2,1,32.06,13.82,1.88,15.53,4.66,67.95,0
5.2,2.63,72.49,5.0,2,0.704,0.931,0.559,4.47,3,4,1,29.0,10.56,9.75,16.39,5.26,70.96,0
1.8,4.32,80.33,1.37,1,0.609,0.638,0.369,3.22,2,3,1,32.13,9.14,4.5,11.15,8.64,65.56,0
4.3,1.96,72.48,2.16,4,0.462,0.734,0.362,2.23,2,3,1,28.99,6.93,10.75,12.45,3.92,63.04,0
0.6,4.4,71.89,2.76,4,0.533,0.746,0.237,3.25,1,2,1,28.76,8.0,2.25,11.87,8.8,59.68,1
5.6,3.46,87.32,2.58,2,0.381,0.537,0.261,3.3,3,4,1,34.93,5.72,10.5,9.08,6.92,67.15,1
12.7,2.55,29.01,2.67,10,0.789,0.874,0.503,2.23,4,5,1,11.6,11.84,15.0,15.25,5.1,58.79,0
7.6,3.03,82.45,1.7,1,0.972,0.724,0.481,3.66,4,5,1,32.98,14.58,11.4,13.02,6.06,78.04,1
5.0,2.69,80.14,4.4,3,0.566,0.823,0.511,3.85,2,3,1,32.06,8.49,12.5,14.59,5.38,73.02,1
3.4,4.19,93.8,1.58,1,0.475,0.429,0.393,4.8,2,3,1,37.52,7.12,8.5,8.36,8.38,69.88,0
8.2,4.09,71.43,2.8,3,0.433,0.628,0.589,2.57,4,5,1,28.57,6.5,12.3,12.33,8.18,67.88,1
4.0,2.12,84.2,4.05,1,0.49,0.956,0.499,4.01,2,3,1,33.68,7.35,10.0,16.38,4.24,71.65,1
5.1,3.18,74.22,2.97,2,0.537,0.935,0.909,4.18,2,3,1,29.69,8.06,12.75,18.54,6.36,75.4,1
6.9,2.81,80.92,2.02,4,0.636,0.662,0.599,3.86,2,3,1,32.37,9.54,15.0,12.86,5.62,75.39,1
10.1,4.53,79.12,1.65,3,0.446,0.443,0.421,2.8,3,4,1,31.65,6.69,15.0,8.73,9.06,71.13,1
2.8,2.42,63.23,2.77,2,0.888,0.835,0.663,2.75,1,2,1,25.29,13.32,10.5,15.67,4.84,69.62,0
9.5,4.78,45.67,2.24,3,0.719,0.494,0.217,3.57,4,5,1,18.27,10.78,14.25,8.22,9.56,61.08,0
5.1,3.47,80.79,3.21,2,0.401,0.627,0.274,3.56,4,5,1,32.32,6.02,7.65,10.42,6.94,63.35,1
1.8,2.57,69.84,1.6,2,0.838,0.864,0.809,3.11,1,2,1,27.94,12.57,6.75,16.95,5.14,69.35,1
10.4,2.96,71.88,3.81,2,0.594,0.921,0.603,4.4,4,5,1,28.75,8.91,15.0,16.51,5.92,75.09,0
6.2,2.86,74.5,3.12,3,0.767,0.737,0.68,3.22,2,3,1,29.8,11.5,15.0,14.4,5.72,76.42,1
2.5,2.48,89.5,3.19,1,0.465,0.901,0.725,2.17,1,2,1,35.8,6.98,9.38,16.96,4.96,74.08,1
4.2,3.58,89.5,4.44,1,0.567,0.903,0.405,3.34,1,2,1,35.8,8.5,15.0,15.07,7.16,81.53,1
3.2,2.52,46.17,2.56,5,0.865,0.478,0.272,3.84,1,2,1,18.47,12.98,12.0,8.32,5.04,56.81,0
5.0,1.76,52.93,2.27,3,0.713,0.975,0.953,3.74,1,2,1,21.17,10.7,15.0,19.37,3.52,69.76,0
6.7,3.2,77.7,2.45,4,0.348,0.479,0.15,3.73,3,4,1,31.08,5.22,12.56,7.61,6.4,62.87,0
1.1,2.06,74.58,2.81,2,0.759,0.9,0.72,4.55,1,2,1,29.83,11.38,4.12,16.92,4.12,66.37,0
4.8,2.9,49.0,2.91,5,0.611,0.473,0.466,2.72,2,3,1,19.6,9.16,12.0,9.42,5.8,55.98,0
0.5,2.77,82.43,2.17,2,0.886,0.502,0.187,3.2,1,2,1,32.97,13.29,1.88,8.15,5.54,61.83,1
9.0,2.8,79.76,0.98,2,0.802,0.852,0.418,4.58,4,5,1,31.9,12.03,13.5,14.44,5.6,77.47,1
0.5,5.0,88.03,2.44,1,0.812,0.882,0.602,2.12,2,3,1,35.21,12.18,1.25,15.96,10.0,74.6,1
0.5,3.55,85.39,3.36,2,0.538,0.828,0.737,3.46,2,3,1,34.16,8.07,1.25,16.01,7.1,66.59,1
3.1,3.7,81.6,3.14,3,0.841,0.711,0.465,4.36,1,2,1,32.64,12.62,11.62,12.74,7.4,77.02,1
3.2,2.08,36.97,4.2,5,0.289,0.493,0.168,4.35,1,2,1,14.79,4.34,12.0,7.91,4.16,43.2,0
3.1,2.98,92.45,4.96,1,0.892,0.885,0.344,3.96,3,4,1,36.98,13.38,5.81,14.45,5.96,76.58,1
4.2,3.67,46.0,3.76,6,0.433,0.553,0.311,3.98,3,4,1,18.4,6.5,7.88,9.61,7.34,49.73,0
11.4,2.68,65.06,4.38,3,0.583,0.806,0.424,2.77,4,5,1,26.02,8.74,15.0,13.83,5.36,68.95,1
0.8,4.23,81.31,3.77,2,0.51,0.804,0.365,4.46,1,2,1,32.52,7.65,3.0,13.45,8.46,65.08,0
9.6,2.54,82.84,4.71,0,0.773,0.696,0.618,2.66,2,3,1,33.14,11.6,15.0,13.45,5.08,78.27,1
2.0,3.27,50.58,4.85,6,0.202,0.926,0.295,2.7,1,2,1,20.23,3.03,7.5,14.73,6.54,52.03,0
9.0,3.03,82.57,3.95,1,0.573,0.893,0.786,3.77,4,5,1,33.03,8.59,13.5,17.22,6.06,78.4,1
6.0,3.63,87.77,3.71,1,0.199,0.907,0.857,3.15,1,2,1,35.11,2.99,15.0,17.84,7.26,78.2,1
4.3,2.99,83.08,2.79,1,0.9,0.93,0.689,3.64,2,3,1,33.23,13.5,10.75,17.15,5.98,80.61,1
0.5,3.28,80.78,2.96,1,0.559,0.979,0.722,3.8,1,2,1,32.31,8.39,1.88,18.04,6.56,67.18,1
3.7,3.31,51.55,2.66,4,0.663,0.56,0.226,4.74,2,3,1,20.62,9.94,9.25,9.2,6.62,55.63,0
1.9,2.91,81.56,3.62,2,0.724,0.849,0.592,3.8,1,2,1,32.62,10.86,7.12,15.44,5.82,71.86,0
2.6,3.89,78.27,2.28,2,0.512,0.812,0.457,3.07,3,4,1,31.31,7.68,4.88,14.11,7.78,65.76,1
3.4,3.69,94.76,2.81,0,0.424,0.903,0.416,3.97,2,3,1,37.9,6.36,8.5,15.14,7.38,75.28,1
4.1,3.43,59.76,0.64,3,0.849,0.722,0.511,2.92,3,4,1,23.9,12.74,7.69,13.17,6.86,64.36,1
10.3,3.16,72.76,4.72,4,0.778,0.671,0.202,4.14,4,5,1,29.1,11.67,15.0,10.61,6.32,72.7,1
2.1,4.14,75.55,2.78,1,0.924,0.615,0.303,3.55,1,2,1,30.22,13.86,7.88,10.43,8.28,70.67,1
7.3,3.31,69.5,3.46,3,0.891,0.548,0.416,3.78,4,5,1,27.8,13.36,10.95,10.17,6.62,68.9,0
3.7,3.25,95.22,4.46,0,0.691,0.58,0.359,2.25,2,3,1,38.09,10.36,9.25,10.27,6.5,74.47,1
4.6,3.58,81.67,3.3,2,0.594,0.834,0.335,1.92,2,3,1,32.67,8.91,11.5,13.69,7.16,73.93,1
3.5,4.86,73.76,4.44,4,0.96,0.796,0.24,2.45,1,2,1,29.5,14.4,13.12,12.58,9.72,79.32,1
5.5,2.43,64.88,1.76,4,0.767,0.616,0.301,4.72,4,5,1,25.95,11.5,8.25,10.43,4.86,60.99,0
1.4,4.12,90.14,5.0,3,0.856,0.779,0.533,2.7,2,3,1,36.06,12.84,3.5,14.1,8.24,74.74,1
8.8,1.99,76.28,4.09,4,0.542,0.664,0.448,4.01,3,4,1,30.51,8.13,15.0,11.98,3.98,69.6,1
1.0,3.67,58.39,3.21,3,0.64,0.94,0.368,3.05,1,2,1,23.36,9.6,3.75,15.37,7.34,59.42,0
2.5,4.76,83.07,4.43,1,0.504,0.647,0.472,3.33,3,4,1,33.23,7.56,4.69,11.89,9.52,66.89,1
5.1,3.89,51.05,1.83,4,0.721,0.37,0.37,3.47,2,3,1,20.42,10.82,12.75,7.4,7.78,59.17,0
7.2,3.64,84.39,2.71,1,0.437,0.821,0.582,4.65,3,4,1,33.76,6.56,13.5,14.99,7.28,76.09,1
0.5,3.05,77.51,4.44,2,0.77,0.389,0.26,3.91,1,2,1,31.0,11.55,1.88,7.01,6.1,57.54,1
8.6,3.52,84.25,1.13,1,0.539,0.6,0.442,3.77,4,5,1,33.7,8.09,12.9,11.05,7.04,72.78,1
5.8,3.3,68.09,3.56,2,0.729,0.657,0.602,4.41,2,3,1,27.24,10.94,14.5,12.81,6.6,72.09,0
4.9,2.87,80.91,3.53,1,0.735,0.487,0.469,3.06,2,3,1,32.36,11.02,12.25,9.63,5.74,71.0,1
5.6,3.27,93.99,4.97,1,0.537,0.706,0.232,4.25,2,3,1,37.6,8.06,14.0,11.28,6.54,77.48,1
2.5,3.66,51.18,1.42,6,0.755,0.635,0.282,4.13,3,4,1,20.47,11.32,4.69,10.58,7.32,54.38,0
8.8,2.89,58.4,4.61,7,0.423,0.525,0.2,4.12,4,5,1,23.36,6.34,13.2,8.55,5.78,57.23,0
3.2,2.85,52.16,2.44,3,0.334,0.823,0.692,3.39,2,3,1,20.86,5.01,8.0,15.67,5.7,55.24,0
2.8,2.41,83.13,2.55,1,0.829,0.542,0.18,3.19,2,3,1,33.25,12.43,7.0,8.67,4.82,66.17,1
6.2,3.81,82.75,1.78,4,0.727,0.648,0.604,2.89,2,3,1,33.1,10.9,15.0,12.7,7.62,79.32,1
7.7,3.94,38.66,1.91,5,0.863,0.31,0.097,2.93,2,3,1,15.46,12.94,15.0,4.92,7.88,56.2,0
6.5,3.69,75.32,3.4,3,0.931,0.287,0.207,2.86,1,2,1,30.13,13.96,15.0,5.26,7.38,71.73,0
7.3,4.27,56.95,1.89,4,0.872,0.884,0.436,3.76,2,3,1,22.78,13.08,15.0,14.99,8.54,74.39,1
1.7,3.57,80.4,3.74,0,0.644,0.855,0.538,3.34,1,2,1,32.16,9.66,6.38,15.2,7.14,70.54,1
4.9,3.81,49.23,2.34,3,0.814,0.814,0.496,3.8,2,3,1,19.69,12.21,12.25,14.37,7.62,66.14,0
3.9,3.74,66.23,1.79,4,0.519,0.504,0.415,3.84,1,2,1,26.49,7.78,14.62,9.55,7.48,65.92,1
4.3,3.43,88.23,2.47,1,0.814,0.666,0.431,2.76,2,3,1,35.29,12.21,10.75,11.91,6.86,77.02,1
2.3,3.08,78.32,3.34,2,0.893,0.609,0.362,2.74,1,2,1,31.33,13.4,8.62,10.7,6.16,70.21,1
8.1,5.0,60.02,2.72,4,0.595,0.617,0.501,3.34,3,4,1,24.01,8.92,15.0,11.64,10.0,69.57,1
7.9,3.14,39.12,3.03,7,0.711,0.565,0.536,2.96,4,5,1,15.65,10.66,11.85,11.13,6.28,55.57,0
4.2,2.97,65.34,3.7,4,0.902,0.925,0.792,2.88,3,4,1,26.14,13.53,7.88,17.7,5.94,71.19,1
1.0,3.85,74.59,4.08,2,0.818,0.85,0.693,4.69,1,2,1,29.84,12.27,3.75,16.06,7.7,69.62,1
5.6,3.7,99.75,2.69,0,0.767,0.712,0.457,2.43,2,3,1,39.9,11.5,14.0,12.71,7.4,85.51,1
2.0,2.38,89.14,1.96,1,0.749,0.665,0.619,4.92,1,2,1,35.66,11.24,7.5,13.02,4.76,72.18,1
4.9,4.4,67.91,3.08,5,0.748,0.804,0.515,3.7,2,3,1,27.16,11.22,12.25,14.35,8.8,73.78,1
5.7,3.42,90.63,3.47,1,0.346,0.429,0.408,4.19,2,3,1,36.25,5.19,14.25,8.45,6.84,70.98,0
3.1,2.61,74.78,1.54,2,0.35,0.732,0.631,4.11,2,3,1,29.91,5.25,7.75,14.03,5.22,62.16,1
3.9,4.45,79.18,2.11,2,0.884,0.927,0.376,3.93,1,2,1,31.67,13.26,14.62,15.23,8.9,83.68,1
4.9,4.0,95.25,2.28,1,0.82,0.633,0.211,4.66,2,3,1,38.1,12.3,12.25,10.13,8.0,80.78,1
0.9,2.49,48.44,2.79,4,0.824,0.417,0.341,2.74,2,3,1,19.38,12.36,2.25,7.88,4.98,46.85,0
11.6,4.92,65.06,2.24,5,0.895,0.622,0.485,3.39,4,5,1,26.02,13.42,15.0,11.62,9.84,75.9,1
0.7,4.03,76.16,3.71,1,0.92,0.786,0.567,2.9,1,2,1,30.46,13.8,2.62,14.41,8.06,69.35,1
0.5,3.49,85.36,1.39,3,0.878,0.657,0.646,2.31,1,2,1,34.14,13.17,1.88,13.07,6.98,69.24,1
1.4,4.77,75.65,1.42,4,0.649,0.834,0.569,3.04,2,3,1,30.26,9.74,3.5,15.09,9.54,68.13,0
5.4,3.63,87.35,2.67,1,0.758,0.43,0.234,4.81,4,5,1,34.94,11.37,8.1,7.42,7.26,69.09,1
2.1,3.48,91.68,2.82,1,0.516,0.715,0.497,3.38,1,2,1,36.67,7.74,7.88,12.99,6.96,72.24,0
5.3,2.97,93.16,1.55,0,0.769,0.805,0.258,4.89,3,4,1,37.26,11.54,9.94,12.82,5.94,77.5,1
1.2,3.97,78.99,2.39,2,0.741,0.58,0.409,4.96,1,2,1,31.6,11.12,4.5,10.57,7.94,65.73,0
9.5,3.88,75.23,2.6,1,0.278,0.765,0.713,5.0,4,5,1,30.09,4.17,14.25,14.99,7.76,71.26,1
2.8,3.51,90.93,2.61,0,0.432,0.803,0.243,4.83,1,2,1,36.37,6.48,10.5,12.7,7.02,73.07,1
2.8,2.87,78.38,3.15,5,0.318,0.511,0.456,5.0,1,2,1,31.35,4.77,10.5,9.89,5.74,62.25,1
3.0,3.6,79.54,2.34,1,0.486,0.772,0.665,3.73,1,2,1,31.82,7.29,11.25,14.8,7.2,72.36,1
5.5,3.44,77.78,4.48,2,0.771,0.764,0.286,3.66,2,3,1,31.11,11.56,13.75,12.41,6.88,75.71,1
0.5,2.43,85.19,3.49,1,0.846,0.66,0.589,3.71,2,3,1,34.08,12.69,1.25,12.77,4.86,65.65,1
1.1,2.32,69.88,2.19,2,0.734,0.97,0.809,3.5,1,2,1,27.95,11.01,4.12,18.43,4.64,66.15,1
0.5,3.95,86.12,3.09,1,0.524,0.716,0.461,3.6,1,2,1,34.45,7.86,1.88,12.79,7.9,64.88,0
6.1,1.42,71.84,3.12,2,0.711,0.675,0.318,4.03,3,4,1,28.74,10.66,11.44,11.36,2.84,65.04,1
8.0,3.66,70.02,4.21,3,0.387,0.609,0.306,3.17,4,5,1,28.01,5.8,12.0,10.36,7.32,63.49,1
10.6,3.12,51.79,2.4,8,0.691,0.512,0.373,2.54,4,5,1,20.72,10.36,15.0,9.41,6.24,61.73,0
5.0,4.55,88.68,3.77,1,0.703,0.823,0.389,3.75,1,2,1,35.47,10.54,15.0,13.86,9.1,83.97,1
2.5,3.11,64.06,3.04,7,0.851,0.864,0.456,3.02,1,2,1,25.62,12.76,9.38,14.83,6.22,68.81,1
4.7,4.03,70.52,4.49,4,0.306,0.678,0.645,3.09,3,4,1,28.21,4.59,8.81,13.36,8.06,63.03,1
3.2,3.18,38.1,4.29,6,0.833,0.496,0.402,3.4,1,2,1,15.24,12.5,12.0,9.36,6.36,55.46,0
2.7,3.59,78.19,3.2,1,0.641,0.859,0.7,3.24,2,3,1,31.28,9.62,6.75,16.23,7.18,71.06,1
4.0,4.09,62.78,2.74,1,0.826,0.692,0.671,4.28,2,3,1,25.11,12.39,10.0,13.71,8.18,69.39,0
10.5,3.13,78.65,3.51,3,0.641,0.88,0.268,3.38,4,5,1,31.46,9.62,15.0,13.93,6.26,76.27,1
0.6,4.3,61.4,2.82,4,0.871,0.967,0.456,4.31,1,2,1,24.56,13.06,2.25,16.27,8.6,64.74,0
6.0,2.71,71.77,4.68,2,0.319,0.882,0.671,3.64,2,3,1,28.71,4.78,15.0,16.37,5.42,70.28,1
3.7,3.74,38.47,3.08,5,0.762,0.759,0.461,3.44,1,2,1,15.39,11.43,13.88,13.39,7.48,61.57,0
1.6,4.24,87.21,2.59,1,0.628,0.793,0.301,3.61,2,3,1,34.88,9.42,4.0,12.91,8.48,69.69,0
10.4,4.03,61.42,2.54,5,0.794,0.857,0.726,2.6,4,5,1,24.57,11.91,15.0,16.35,8.06,75.89,1
3.7,5.0,53.48,1.79,4,0.977,0.923,0.307,3.74,1,2,1,21.39,14.66,13.88,14.76,10.0,74.69,1
6.3,2.89,99.23,3.56,0,0.716,0.623,0.424,4.09,3,4,1,39.69,10.74,11.81,11.27,5.78,79.29,1
2.1,2.4,69.43,2.18,2,0.701,0.784,0.544,4.19,2,3,1,27.77,10.51,5.25,14.24,4.8,62.57,0
1.9,2.7,65.37,4.1,2,0.867,0.51,0.38,2.55,2,3,1,26.15,13.0,4.75,9.42,5.4,58.72,0
2.7,4.03,39.81,1.71,5,0.705,0.793,0.413,2.44,2,3,1,15.92,10.58,6.75,13.58,8.06,54.89,0
5.4,3.9,82.05,3.13,1,0.547,0.961,0.304,3.12,2,3,1,32.82,8.2,13.5,15.28,7.8,77.6,1
1.6,3.58,83.22,4.15,4,0.567,0.983,0.907,4.47,2,3,1,33.29,8.5,4.0,19.2,7.16,72.15,1
9.1,2.6,75.58,0.85,3,0.936,0.662,0.629,3.65,4,5,1,30.23,14.04,13.65,13.04,5.2,76.16,1
4.9,4.11,90.96,5.0,0,0.734,0.812,0.518,2.96,4,5,1,36.38,11.01,7.35,14.48,8.22,77.44,1
3.5,2.52,73.85,2.57,1,0.554,0.656,0.206,2.48,2,3,1,29.54,8.31,8.75,10.42,5.04,62.06,0
6.3,4.43,83.64,3.14,3,0.89,0.534,0.377,3.02,3,4,1,33.46,13.35,11.81,9.74,8.86,77.22,1
10.1,5.0,59.83,3.57,4,0.956,0.668,0.348,2.97,2,3,1,23.93,14.34,15.0,11.44,10.0,74.71,1
0.5,3.79,58.73,3.73,6,0.632,0.69,0.295,4.15,1,2,1,23.49,9.48,1.88,11.43,7.58,53.86,0
5.7,3.97,88.08,3.27,0,0.777,0.509,0.213,4.21,1,2,1,35.23,11.66,15.0,8.4,7.94,78.23,1
6.4,3.11,48.88,4.0,3,0.892,0.74,0.315,2.77,3,4,1,19.55,13.38,12.0,12.25,6.22,63.4,0
5.0,2.05,69.21,3.52,3,0.471,0.877,0.466,4.03,2,3,1,27.68,7.06,12.5,15.07,4.1,66.41,1
8.3,3.02,58.18,4.76,5,0.616,0.703,0.349,3.96,4,5,1,23.27,9.24,12.45,11.94,6.04,62.94,1
5.1,2.63,78.86,3.52,2,0.531,0.437,0.387,2.67,2,3,1,31.54,7.97,12.75,8.44,5.26,65.96,0
1.6,2.34,54.89,4.96,2,0.54,0.74,0.479,3.44,1,2,1,21.96,8.1,6.0,13.23,4.68,53.97,0
5.6,4.88,79.61,3.9,4,0.936,0.843,0.505,3.74,1,2,1,31.84,14.04,15.0,14.83,9.76,85.47,1
2.9,3.72,49.97,1.19,1,0.107,0.609,0.245,3.61,2,3,1,19.99,1.6,7.25,10.0,7.44,46.28,0
4.8,3.8,62.82,5.0,3,0.93,0.698,0.637,2.3,1,2,1,25.13,13.95,15.0,13.59,7.6,75.27,0
0.5,3.25,80.28,2.43,4,0.878,0.825,0.279,3.59,1,2,1,32.11,13.17,1.88,13.22,6.5,66.88,1
5.8,3.36,90.93,4.5,0,0.376,0.498,0.233,3.95,3,4,1,36.37,5.64,10.88,8.37,6.72,67.98,1
1.3,4.27,74.54,3.03,1,0.722,0.406,0.298,4.61,2,3,1,29.82,10.83,3.25,7.47,8.54,59.91,0
3.1,3.47,48.05,4.06,7,0.583,0.784,0.621,3.03,1,2,1,19.22,8.74,11.62,14.7,6.94,61.22,1
5.6,3.92,84.24,2.31,1,0.791,0.662,0.57,3.12,1,2,1,33.7,11.86,15.0,12.69,7.84,81.09,1
3.8,3.34,75.15,3.63,0,0.937,0.869,0.51,3.35,2,3,1,30.06,14.06,9.5,15.23,6.68,75.53,1
3.5,3.23,48.84,2.75,6,0.623,0.785,0.426,3.7,2,3,1,19.54,9.35,8.75,13.55,6.46,57.65,0
0.5,2.37,79.21,4.58,1,0.765,0.762,0.383,3.57,1,2,1,31.68,11.48,1.88,12.97,4.74,62.75,1
3.4,1.92,91.48,3.44,1,0.723,0.513,0.358,3.92,2,3,1,36.59,10.84,8.5,9.33,3.84,69.1,1
0.5,3.29,80.18,3.94,3,0.624,0.482,0.262,2.71,2,3,1,32.07,9.36,1.25,8.32,6.58,57.58,1
1.7,3.55,56.26,0.84,5,0.549,0.881,0.467,3.78,2,3,1,22.5,8.24,4.25,15.14,7.1,57.23,1
4.6,2.47,88.64,2.91,0,0.799,0.895,0.279,2.98,2,3,1,35.46,11.99,11.5,14.2,4.94,78.09,1
5.3,3.47,40.35,3.41,5,0.89,0.878,0.846,3.4,1,2,1,16.14,13.35,15.0,17.37,6.94,68.8,1
15.0,3.54,91.26,3.22,0,0.435,0.885,0.303,4.7,4,5,1,36.5,6.52,15.0,14.21,7.08,79.31,1
0.5,1.78,91.43,3.96,1,0.793,0.874,0.428,2.52,1,2,1,36.57,11.9,1.88,14.8,3.56,68.71,1
11.6,2.77,88.96,2.63,1,0.482,0.636,0.601,3.3,4,5,1,35.58,7.23,15.0,12.51,5.54,75.86,1
8.6,3.83,32.19,3.05,7,0.658,0.869,0.708,2.61,4,5,1,12.88,9.87,12.9,16.41,7.66,59.72,0
7.6,3.81,84.69,4.18,0,0.514,0.712,0.502,3.61,4,5,1,33.88,7.71,11.4,12.98,7.62,73.59,0
3.1,2.58,46.36,0.72,4,0.986,0.707,0.539,4.23,1,2,1,18.54,14.79,11.62,13.13,5.16,63.24,0
2.2,3.63,84.74,3.59,3,0.7,0.609,0.224,3.62,1,2,1,33.9,10.5,8.25,9.87,7.26,69.78,1
2.3,4.32,59.87,2.67,5,0.816,0.769,0.666,3.42,1,2,1,23.95,12.24,8.62,14.76,8.64,68.21,1
1.0,4.12,78.05,2.09,5,0.931,0.819,0.389,4.43,1,2,1,31.22,13.96,3.75,13.8,8.24,70.97,1
4.5,3.42,90.74,3.34,2,0.91,0.87,0.843,3.73,4,5,1,36.3,13.65,6.75,17.24,6.84,80.78,1
0.5,3.13,54.08,4.23,3,0.918,0.802,0.37,4.07,2,3,1,21.63,13.77,1.25,13.45,6.26,56.36,0
9.6,3.0,75.93,4.04,3,0.82,0.862,0.636,4.0,4,5,1,30.37,12.3,14.4,15.88,6.0,78.95,1
3.3,3.87,78.92,2.86,2,0.735,0.801,0.546,1.49,2,3,1,31.57,11.02,8.25,14.49,7.74,73.07,1
2.5,3.66,81.04,3.88,2,0.789,0.965,0.386,3.45,2,3,1,32.42,11.84,6.25,15.83,7.32,73.66,1
4.0,4.0,59.45,3.87,2,0.772,0.827,0.458,2.75,2,3,1,23.78,11.58,10.0,14.33,8.0,67.69,1
8.0,3.61,47.21,2.91,2,0.567,0.917,0.777,2.92,3,4,1,18.88,8.5,15.0,17.5,7.22,67.1,0
2.5,4.16,67.43,2.31,4,0.315,0.506,0.227,4.53,1,2,1,26.97,4.72,9.38,8.45,8.32,57.84,1
4.4,3.58,37.36,2.36,7,0.9,0.468,0.456,3.24,3,4,1,14.94,13.5,8.25,9.29,7.16,53.14,0
5.1,4.13,76.22,3.84,2,0.668,0.911,0.462,4.82,1,2,1,30.49,10.02,15.0,15.53,8.26,79.3,1
11.9,4.2,88.64,2.96,1,0.859,0.915,0.676,2.51,4,5,1,35.46,12.88,15.0,16.87,8.4,88.61,1
5.2,2.86,65.66,1.95,4,0.808,0.613,0.449,2.74,2,3,1,26.26,12.12,13.0,11.28,5.72,68.38,1
6.4,2.05,80.35,1.32,4,0.587,0.826,0.52,4.03,2,3,1,32.14,8.8,15.0,14.68,4.1,74.72,1
5.1,4.73,50.92,3.83,4,0.846,0.323,0.245,3.26,1,2,1,20.37,12.69,15.0,5.99,9.46,63.51,0
4.8,3.71,56.21,2.45,4,0.325,0.491,0.403,3.72,1,2,1,22.48,4.88,15.0,9.29,7.42,59.07,1
7.5,2.13,55.72,3.33,5,0.822,0.529,0.388,3.42,3,4,1,22.29,12.33,14.06,9.73,4.26,62.67,1
7.5,2.93,65.21,4.24,3,0.789,0.781,0.54,3.4,3,4,1,26.08,11.84,14.06,14.17,5.86,72.01,0
3.3,4.12,62.59,1.69,4,0.734,0.846,0.613,3.29,1,2,1,25.04,11.01,12.38,15.52,8.24,72.19,1
3.3,3.28,74.04,2.95,1,0.573,0.675,0.392,3.63,3,4,1,29.62,8.59,6.19,11.8,6.56,62.76,0
